Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions,Age group
20.0,Apple Music,3.0,Yes,Yes,No,Metal,Yes,No,200.0,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,7.0,4.0,7.0,0.0,0,I understand.,Adult
16.0,Spotify,3.0,Yes,Yes,No,Rock,Yes,No,,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,9.0,8.0,6.0,2.0,0,I understand.,Teenager
16.0,Spotify,0.5,No,No,No,Rock,No,Yes,156.0,Sometimes,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Very frequently,Sometimes,8.0,0.0,0.0,0.0,0,I understand.,Teenager
20.0,Apple Music,8.0,Yes,Yes,Yes,Country,Yes,No,120.0,Never,Very frequently,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Sometimes,Never,8.0,9.0,2.0,5.0,1,I understand.,Adult
33.0,Spotify,2.0,Yes,No,No,Metal,Yes,Yes,,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Sometimes,Sometimes,Sometimes,7.0,2.0,3.0,0.0,0,I understand.,Adult
22.0,Spotify,3.0,Yes,Yes,Yes,Rock,Yes,Yes,90.0,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Sometimes,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,Never,10.0,10.0,4.0,0.0,0,I understand.,Adult
21.0,Spotify,3.0,Yes,No,No,Hip hop,Yes,Yes,85.0,Never,Never,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Never,8.0,8.0,3.0,3.0,0,I understand.,Adult
21.0,Apple Music,5.0,Yes,Yes,No,Metal,Yes,Yes,171.0,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,8.0,7.0,7.0,4.0,0,I understand.,Adult
29.0,Apple Music,1.5,Yes,No,Yes,Rock,Yes,Yes,108.0,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Very frequently,Very frequently,Very frequently,Very frequently,Never,8.0,7.0,1.0,2.0,0,I understand.,Adult
56.0,I do not use a streaming service.,1.0,Yes,No,No,Pop,No,No,105.0,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,6.0,5.0,10.0,2.0,1,I understand.,Adult
17.0,Spotify,2.0,Yes,Yes,No,Pop,Yes,No,76.0,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Never,Rarely,7.0,6.0,0.0,4.0,0,I understand.,Teenager
22.0,Spotify,1.0,Yes,No,No,Pop,No,No,108.0,Rarely,Rarely,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Rarely,7.0,4.0,0.0,0.0,0,I understand.,Adult
26.0,Spotify,4.0,Yes,No,No,Pop,Yes,Yes,140.0,Sometimes,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Rarely,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,8.0,7.0,2.0,10.0,1,I understand.,Adult
30.0,Spotify,1.0,Yes,No,No,EDM,Yes,Yes,200.0,Never,Never,Very frequently,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,4.0,4.0,4.0,0.0,0,I understand.,Adult
49.0,Spotify,2.0,Yes,No,No,Folk,Yes,No,147.0,Rarely,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,0.0,0.0,2.0,0.0,1,I understand.,Adult
22.0,Spotify,2.0,Yes,Yes,Yes,EDM,Yes,Yes,120.0,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,6.0,4.0,0.0,1.0,0,I understand.,Adult
32.0,Spotify,2.0,No,No,No,Rock,Yes,No,158.0,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,4.0,7.0,0.0,0.0,0,I understand.,Adult
32.0,I do not use a streaming service.,1.0,No,No,No,Rock,No,No,110.0,Rarely,Sometimes,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Sometimes,Very frequently,Rarely,Never,Very frequently,Never,8.0,4.0,3.0,0.0,1,I understand.,Adult
22.0,YouTube Music,6.0,Yes,No,No,Country,Yes,No,103.0,Never,Very frequently,Never,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Never,Never,Sometimes,Very frequently,Rarely,5.0,5.0,3.0,3.0,0,I understand.,Adult
17.0,Spotify,2.0,Yes,No,No,Rock,Yes,Yes,93.0,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,0.0,8.0,0.0,0.0,0,I understand.,Teenager
21.0,Spotify,4.0,Yes,Yes,No,Rock,Yes,No,62.0,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Very frequently,Never,7.0,4.0,6.0,1.0,0,I understand.,Adult
17.0,Spotify,1.5,Yes,No,No,Rock,Yes,Yes,180.0,Very frequently,Never,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,8.0,7.0,7.0,3.0,1,I understand.,Teenager
25.0,Spotify,3.0,Yes,No,No,Metal,No,No,150.0,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Never,Very frequently,Sometimes,9.0,8.0,6.0,2.0,0,I understand.,Adult
15.0,Spotify,4.0,Yes,No,Yes,Rock,Yes,No,105.0,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Never,8.0,6.0,4.0,0.0,0,I understand.,Teenager
13.0,Spotify,10.0,Yes,No,No,Rap,Yes,No,140.0,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Very frequently,Never,Rarely,7.0,2.0,0.0,8.0,0,I understand.,Teenager
38.0,Spotify,3.0,Yes,No,No,Rock,No,Yes,,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Very frequently,Sometimes,Rarely,Never,Very frequently,Never,6.0,7.0,7.0,7.0,1,I understand.,Adult
23.0,Apple Music,3.0,No,No,No,Rock,Yes,No,161.0,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,7.0,6.0,4.0,2.0,0,I understand.,Adult
17.0,Spotify,3.0,Yes,No,No,Pop,Yes,Yes,120.0,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,1.0,1.0,1.0,0.0,0,I understand.,Teenager
59.0,YouTube Music,2.0,Yes,No,No,Pop,Yes,No,103.0,Rarely,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Never,1.0,1.0,3.0,0.0,0,I understand.,Adult
22.0,Spotify,2.0,Yes,Yes,Yes,Pop,Yes,No,72.0,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Never,Very frequently,Very frequently,Sometimes,Sometimes,Rarely,2.0,7.0,1.0,2.0,0,I understand.,Adult
17.0,Apple Music,3.0,Yes,No,No,Pop,Yes,Yes,113.0,Sometimes,Rarely,Never,Never,Never,Very frequently,Sometimes,Very frequently,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Sometimes,Rarely,6.0,2.0,3.0,1.0,1,I understand.,Teenager
27.0,Spotify,2.0,No,No,No,Pop,No,No,120.0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Sometimes,Sometimes,Rarely,7.0,7.0,3.0,2.0,1,I understand.,Adult
23.0,Spotify,5.0,Yes,Yes,No,Video game music,No,No,95.0,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,8.0,7.0,0.0,3.0,1,I understand.,Adult
15.0,Spotify,6.0,Yes,No,No,Rock,No,No,97.0,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Very frequently,Sometimes,8.0,3.0,5.0,2.0,0,I understand.,Teenager
22.0,Spotify,3.0,Yes,Yes,Yes,EDM,Yes,No,140.0,Rarely,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,5.0,4.0,2.0,0.0,0,I understand.,Adult
23.0,Spotify,5.0,Yes,No,No,Lofi,Yes,Yes,120.0,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Very frequently,7.0,10.0,10.0,1.0,0,I understand.,Adult
19.0,Spotify,5.0,Yes,No,No,Country,Yes,Yes,118.0,Rarely,Very frequently,Never,Very frequently,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,7.0,6.0,8.0,4.0,0,I understand.,Teenager
32.0,Spotify,6.0,Yes,No,No,Rock,No,No,91.0,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Rarely,8.0,7.0,0.0,9.0,0,I understand.,Adult
40.0,Spotify,6.0,Yes,No,No,Rock,Yes,Yes,128.0,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,10.0,7.0,3.0,3.0,1,I understand.,Adult
21.0,Spotify,3.0,Yes,No,No,Country,Yes,No,86.0,Never,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Never,6.0,5.0,5.0,3.0,0,I understand.,Adult
21.0,Spotify,10.0,Yes,No,No,Rock,Yes,Yes,107.0,Rarely,Never,Very frequently,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,8.0,7.0,6.0,8.0,1,I understand.,Adult
23.0,Spotify,2.0,Yes,No,No,Video game music,Yes,Yes,180.0,Sometimes,Never,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Sometimes,Sometimes,Very frequently,10.0,7.0,7.0,3.0,3,I understand.,Adult
21.0,YouTube Music,2.0,Yes,No,No,EDM,No,Yes,,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Very frequently,10.0,10.0,5.0,7.0,2,I understand.,Adult
35.0,Spotify,3.0,No,Yes,No,Folk,Yes,No,0.0,Sometimes,Sometimes,Never,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,8.0,2.0,2.0,8.0,1,I understand.,Adult
18.0,Spotify,1.5,No,No,No,Hip hop,No,No,150.0,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Never,3.0,7.0,4.0,0.0,0,I understand.,Teenager
21.0,I do not use a streaming service.,10.0,Yes,No,No,Pop,Yes,No,112.0,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Sometimes,Never,9.0,7.0,5.0,5.0,0,I understand.,Adult
22.0,I do not use a streaming service.,2.0,Yes,No,No,Video game music,No,Yes,,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Rarely,Never,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,5.0,3.0,0.0,0.0,0,I understand.,Adult
23.0,Spotify,3.0,Yes,Yes,Yes,Rock,Yes,Yes,66.0,Rarely,Rarely,Never,Very frequently,Never,Sometimes,Sometimes,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,Never,10.0,7.0,0.0,10.0,0,I understand.,Adult
13.0,Spotify,2.5,Yes,No,No,Folk,No,No,118.0,Never,Sometimes,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,8.0,0.0,0.0,3.0,0,I understand.,Teenager
19.0,Spotify,3.0,Yes,No,No,K pop,Yes,Yes,110.0,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Never,6.0,0.0,3.0,0.0,0,I understand.,Teenager
33.0,YouTube Music,0.5,Yes,Yes,No,Rock,No,No,80.0,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Rarely,7.0,9.0,4.0,6.0,0,I understand.,Adult
18.0,Spotify,16.0,Yes,No,Yes,Jazz,Yes,Yes,90.0,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,3.0,2.0,5.0,6.0,0,I understand.,Teenager
17.0,YouTube Music,6.0,Yes,Yes,No,Classical,Yes,Yes,120.0,Very frequently,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Very frequently,Never,Never,Never,Rarely,4.0,2.0,0.0,0.0,0,I understand.,Teenager
16.0,Spotify,3.0,Yes,No,No,EDM,Yes,Yes,100.0,Rarely,Never,Very frequently,Never,Never,Very frequently,Sometimes,Very frequently,Never,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,4.0,2.0,0.0,0.0,0,I understand.,Teenager
18.0,YouTube Music,0.5,No,No,No,Rock,Yes,No,66.0,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Very frequently,Never,5.0,3.0,1.0,0.0,1,I understand.,Teenager
19.0,Spotify,5.0,Yes,No,No,K pop,Yes,Yes,158.0,Rarely,Sometimes,Sometimes,Never,Never,Rarely,Rarely,Very frequently,Rarely,Never,Never,Very frequently,Very frequently,Rarely,Rarely,Rarely,4.0,2.0,2.0,1.0,0,I understand.,Teenager
15.0,YouTube Music,2.0,No,Yes,No,Rap,Yes,Yes,105.0,Very frequently,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Sometimes,Never,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,4.0,0.0,6.0,5.0,1,I understand.,Teenager
17.0,Spotify,2.0,Yes,No,No,Pop,Yes,Yes,208.0,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Very frequently,Very frequently,Never,Very frequently,Very frequently,Very frequently,7.0,6.0,3.0,1.0,0,I understand.,Teenager
25.0,Spotify,2.0,Yes,No,No,Lofi,Yes,Yes,91.0,Sometimes,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,7.0,8.0,6.0,2.0,0,I understand.,Adult
24.0,Other streaming service,1.5,Yes,No,No,Video game music,No,Yes,171.0,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,3.0,4.0,1.0,1.0,0,I understand.,Adult
23.0,Spotify,1.0,Yes,Yes,No,Jazz,Yes,No,150.0,Rarely,Rarely,Very frequently,Never,Rarely,Never,Very frequently,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Sometimes,9.0,7.0,2.0,1.0,0,I understand.,Adult
16.0,Spotify,10.0,Yes,Yes,No,EDM,Yes,Yes,180.0,Rarely,Rarely,Very frequently,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,10.0,9.0,3.0,2.0,0,I understand.,Teenager
25.0,YouTube Music,2.0,Yes,No,No,Metal,Yes,Yes,,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Rarely,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,9.0,9.0,7.0,3.0,0,I understand.,Adult
16.0,Spotify,15.0,Yes,Yes,Yes,EDM,Yes,No,85.0,Rarely,Never,Very frequently,Never,Never,Rarely,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Never,Very frequently,Very frequently,Sometimes,8.0,10.0,9.0,2.0,0,I understand.,Teenager
20.0,I do not use a streaming service.,0.5,No,No,No,Metal,Yes,Yes,150.0,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,8.0,9.0,6.0,4.0,0,I understand.,Adult
17.0,Spotify,3.0,Yes,No,No,Metal,Yes,No,104.0,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Never,Never,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,Never,5.0,6.0,9.0,9.0,0,I understand.,Teenager
29.0,I do not use a streaming service.,2.0,Yes,No,No,Metal,Yes,No,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Never,Never,Very frequently,Never,9.0,3.0,7.0,2.0,0,I understand.,Adult
20.0,Spotify,4.0,Yes,No,No,Hip hop,Yes,No,85.0,Never,Rarely,Very frequently,Rarely,Never,Very frequently,Never,Never,Never,Never,Never,Sometimes,Sometimes,Very frequently,Sometimes,Never,3.0,2.0,1.0,6.0,0,I understand.,Adult
16.0,Spotify,2.0,Yes,No,No,Folk,Yes,No,,Never,Never,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Sometimes,Very frequently,Never,Rarely,Sometimes,Never,7.0,7.0,4.0,0.0,0,I understand.,Teenager
21.0,Spotify,1.0,Yes,No,No,Rock,Yes,No,147.0,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Never,Sometimes,Very frequently,Very frequently,7.0,9.0,1.0,2.0,0,I understand.,Adult
16.0,Spotify,24.0,Yes,No,No,Rock,Yes,Yes,120.0,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,5.0,1.0,9.0,1.0,0,I understand.,Teenager
43.0,Spotify,1.0,Yes,No,No,Pop,Yes,No,134.0,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,3.0,3.0,0.0,0.0,0,I understand.,Adult
32.0,Pandora,2.0,Yes,Yes,No,Classical,Yes,No,,Very frequently,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,8.0,7.0,5.0,4.0,0,I understand.,Adult
10.0,YouTube Music,2.0,Yes,Yes,No,Pop,Yes,Yes,112.0,Very frequently,Never,Rarely,Never,Never,Rarely,Rarely,Very frequently,Never,Rarely,Never,Very frequently,Never,Rarely,Never,Very frequently,8.0,2.0,1.0,1.0,0,I understand.,Teenager
27.0,Spotify,3.0,Yes,No,No,Metal,Yes,Yes,200.0,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,4.0,0.0,0.0,0.0,0,I understand.,Adult
24.0,Spotify,3.0,Yes,Yes,No,Classical,No,Yes,75.0,Very frequently,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Never,Never,9.0,6.0,1.0,1.0,0,I understand.,Adult
18.0,Spotify,2.0,Yes,No,No,Hip hop,Yes,Yes,20.0,Rarely,Never,Rarely,Never,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Never,Never,Sometimes,Very frequently,Very frequently,Never,Never,10.0,7.0,2.0,0.0,0,I understand.,Teenager
17.0,Apple Music,7.0,Yes,No,No,Rock,No,No,140.0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Very frequently,Sometimes,8.0,7.0,7.0,4.0,0,I understand.,Teenager
19.0,Spotify,6.0,Yes,No,No,Metal,Yes,No,111.0,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Sometimes,1.0,0.0,0.0,0.0,0,I understand.,Teenager
16.0,YouTube Music,3.0,Yes,No,No,Rock,Yes,Yes,150.0,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,5.0,7.0,1.0,4.0,0,I understand.,Teenager
64.0,Other streaming service,5.0,Yes,No,Yes,Rock,Yes,No,,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Never,7.0,6.0,9.0,2.0,0,I understand.,Senior
33.0,Apple Music,4.0,Yes,Yes,Yes,Lofi,Yes,Yes,114.0,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,8.0,8.0,2.0,2.0,0,I understand.,Adult
32.0,I do not use a streaming service.,3.0,Yes,Yes,No,Rock,No,Yes,93.0,Very frequently,Sometimes,Sometimes,Sometimes,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Rarely,2.0,2.0,8.0,0.0,1,I understand.,Adult
15.0,Pandora,2.0,Yes,Yes,No,Pop,Yes,No,145.0,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,Sometimes,Never,Never,6.0,0.0,0.0,2.0,0,I understand.,Teenager
27.0,YouTube Music,3.0,Yes,No,No,Metal,Yes,Yes,100.0,Very frequently,Very frequently,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,2.0,0.0,1.0,0.0,0,I understand.,Adult
20.0,I do not use a streaming service.,2.0,Yes,No,No,Rock,Yes,No,114.0,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,6.0,2.0,6.0,7.0,1,I understand.,Adult
23.0,I do not use a streaming service.,2.0,Yes,No,No,Pop,Yes,Yes,109.0,Rarely,Very frequently,Never,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,6.0,1.0,0.0,5.0,0,I understand.,Adult
19.0,Apple Music,3.0,No,Yes,No,Classical,Yes,No,,Very frequently,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,7.0,6.0,4.0,0.0,0,I understand.,Teenager
12.0,YouTube Music,2.0,Yes,Yes,Yes,Classical,No,No,,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,0.0,0.0,3.0,0.0,0,I understand.,Teenager
16.0,Other streaming service,3.0,Yes,Yes,Yes,Classical,No,No,72.0,Very frequently,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Rarely,9.0,7.0,10.0,6.0,1,I understand.,Teenager
17.0,Other streaming service,0.0,No,No,No,Video game music,No,Yes,89.0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Very frequently,10.0,0.0,0.0,0.0,1,I understand.,Teenager
14.0,Spotify,1.0,Yes,Yes,No,Pop,Yes,No,140.0,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,6.0,6.0,3.0,0.0,0,I understand.,Teenager
32.0,Spotify,2.0,Yes,No,No,Metal,Yes,No,84.0,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Very frequently,4.0,3.0,1.0,6.0,0,I understand.,Adult
20.0,Spotify,2.0,Yes,Yes,No,Pop,No,Yes,132.0,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,6.0,2.0,2.0,1.0,1,I understand.,Adult
54.0,I do not use a streaming service.,6.0,Yes,No,No,Classical,No,No,,Very frequently,Sometimes,Never,Never,Never,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,2.0,2.0,3.0,2.0,0,I understand.,Adult
18.0,Spotify,5.0,Yes,No,No,K pop,Yes,Yes,124.0,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Very frequently,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,7.0,4.0,5.0,6.0,0,I understand.,Teenager
14.0,Spotify,2.0,Yes,Yes,No,Classical,Yes,No,181.0,Very frequently,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Rarely,7.0,5.0,3.0,2.0,0,I understand.,Teenager
13.0,Other streaming service,4.0,Yes,Yes,Yes,Classical,Yes,No,126.0,Very frequently,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Sometimes,Sometimes,8.0,5.0,10.0,3.0,0,I understand.,Teenager
19.0,Apple Music,8.0,Yes,No,Yes,Country,Yes,No,109.0,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,7.0,5.0,6.0,5.0,0,I understand.,Teenager
